REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ;REGISTRO_ANCINE_ASSOCIADO;AGENTE_ECONOMICO_ASSOCIADO;CNPJ_ASSOCIADO;RELACAO;DATA_ASSOCIACAO
31621;MAKE IMAGE LTDA;18.778.716/0001-80;50697;BLACK JACK FILMS PRODUÇÕES LTDA;36.025.085/0001-00;COLIGAÇÃO;09/03/2022
31622;ENQUADRA PRODUÇÕES DIGITAIS;15.793.669/0001-55;23255;ALEF PRODUÇÕES LTDA;09.161.143/0001-50;COLIGAÇÃO;22/03/2018
31635;SKYLAB FILMES LTDA ME;22.666.056/0001-12;25962;TRIADE PRODUTORA LTDA;14.473.800/0001-34;COLIGAÇÃO;28/10/2021
31640;OESTE CINEMA LTDA;23.180.804/0001-15;21486;RED PHOTO IMAGEM BRASIL LTDA-ME;06.970.856/0001-76;COLIGAÇÃO;14/07/2021
31640;OESTE CINEMA LTDA;23.180.804/0001-15;50790;COOPERATIVA AUDIOVISUAL DO VELHO OESTE;42.894.947/0001-33;COLIGAÇÃO;23/03/2022
31641;CINEMATOGRÁFICA CATAGUASES LTDA EPP;21.257.121/0001-93;46893;CINEMATOGRAFICA CINEMA UBA LTDA;35.486.652/0001-62;COLIGAÇÃO;06/10/2020
31641;CINEMATOGRÁFICA CATAGUASES LTDA EPP;21.257.121/0001-93;40590;CINEMATOGRÁFICA LAFAIETE LTDA.;30.670.167/0001-20;COLIGAÇÃO;13/06/2024
31641;CINEMATOGRÁFICA CATAGUASES LTDA EPP;21.257.121/0001-93;58033;CINEMATOGRÁFICA MARIANA LTDA;54.331.013/0001-72;COLIGAÇÃO;24/04/2024
31641;CINEMATOGRÁFICA CATAGUASES LTDA EPP;21.257.121/0001-93;49988;CINEMATOGRÁFICA OURO BRANCO LTDA;44.084.629/0001-32;COLIGAÇÃO;16/11/2021
31641;CINEMATOGRÁFICA CATAGUASES LTDA EPP;21.257.121/0001-93;55562;CINEMATOGRÁFICA JOÃO MONLEVADE LTDA;51.901.083/0001-20;COLIGAÇÃO;11/10/2023
31641;CINEMATOGRÁFICA CATAGUASES LTDA EPP;21.257.121/0001-93;29417;CINEMATOGRÁFICA PIÚMA LTDA;19.387.261/0001-34;COLIGAÇÃO;13/08/2020
31658;LOMA FILMES LTDA;23.723.437/0001-59;16930;MARCA D'ÁGUA PRODUÇÕES LTDA - ME;04.107.238/0001-71;COLIGAÇÃO;23/03/2022
31658;LOMA FILMES LTDA;23.723.437/0001-59;16194;CUATRO DAMAS FILMES LTDA.;10.645.237/0001-83;COLIGAÇÃO;16/05/2024
31661;SWINERD ENTRETENIMENTO LTDA;12.087.211/0001-92;22708;TERRA FIRME ENTRETENIMENTO LTDA;12.195.537/0001-33;COLIGAÇÃO;05/01/2018
31679;AB2 COMUNICAÇÃO E MARKETING LTDA - ME;10.766.887/0001-87;42851;LUNERA COMUNICACAO E MARKETING EIRELI;32.234.382/0001-04;COLIGAÇÃO;03/05/2019
31683;INSTITUTO PUENTE;18.996.507/0001-02;12069;POINTER - PROGRAMAÇÃO VISUAL LTDA.;68.310.374/0001-47;COLIGAÇÃO;07/05/2019
31711;TRIBBO PRODUÇÕES CINEMATOGRAFICAS LTDA - EPP;23.530.159/0001-13;2981;TRIBBO POST FINALIZAÇÃO DE FILMES LIMITADA;06.335.721/0001-39;COLIGAÇÃO;05/01/2018
31723;R C R JUNIOR BALBY PRODUÇÕES;22.326.650/0001-64;42535;TATOU INC. INVESTIMENTO E CULTURA LTDA;10.651.690/0001-00;COLIGAÇÃO;18/03/2022
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;31135;REDECINE LONDRINA CINEMATOGRAFICA LTDA;21.923.650/0001-89;COLIGAÇÃO;27/07/2021
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;24536;REDECINE MOGI GUAÇU CINEMATOGRÁFICA LTDA;16.888.328/0001-26;COLIGAÇÃO;29/04/2024
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;25182;REDECINE SUL CINEMAS LTDA.;18.672.374/0001-19;COLIGAÇÃO;18/03/2021
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;43781;REDECINE PINDAMONHANGABA CINEMAS LTDA;34.408.375/0001-07;COLIGAÇÃO;16/08/2019
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;2376;REDECINE TOTAL CINEMATOGRÁFICA LTDA;06.034.577/0001-09;COLIGAÇÃO;21/07/2021
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;22729;REDECINE VALINHOS CINEMATOGRÁFICA LTDA;15.774.293/0001-31;COLIGAÇÃO;09/09/2022
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;24534;REDECINE BSB CINEMATOGRÁFICA LTDA;18.087.870/0001-05;COLIGAÇÃO;11/05/2023
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;44914;REDECINE RIO GRANDE CINEMATOGRAFICA LTDA;35.804.953/0001-97;COLIGAÇÃO;09/01/2020
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;2379;MOVIESYSTEM CINEMATOGRAFICA LTDA;04.533.831/0001-80;COLIGAÇÃO;27/09/2023
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;47520;NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA;14.859.056/0001-00;COLIGAÇÃO;11/01/2021
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;44837;REDECINE SANTOS CINEMATOGRAFICA LTDA;35.441.232/0001-60;COLIGAÇÃO;19/12/2019
31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;5654;REDECINE-CPQ CINEMATOGRÁFICA LTDA;07.665.262/0001-14;COLIGAÇÃO;12/11/2019
31744;CAOS PRODUÇÕES;04.882.236/0001-50;5845;ESCAMILLA LTDA - ME;02.710.824/0001-80;COLIGAÇÃO;04/03/2013
31750;CAMILA KZAN PRODUCAO DE FILMES-ME;20.606.358/0001-70;56897;CK FILMES DE IMPACTO LTDA;53.066.828/0001-09;COLIGAÇÃO;14/12/2023
31772;NASCIMENTO E GAIOTTO E GAIOTTO MULTIMIDIA LTDA - ME;23.300.074/0001-49;24916;W V DO NASCIMENTO REPRESENTAÇÃO COMERCIAL, LOCAÇÕES E SERVIÇOS;13.024.650/0001-19;COLIGAÇÃO;10/10/2018
31774;FIXER INC PRODUÇÃO CINEMATOGRÁFICA LTDA - ME;09.445.629/0001-10;24110;11 VISUALS PRODUÇÕES DE FILMES LTDA - ME;17.494.118/0001-16;COLIGAÇÃO;29/04/2024
31790;AZULPETROLEO PRODUCOES CINEMATOGRAFICAS LTDA;23.141.532/0001-44;48813;LETICIA CASTRO SIMOES ME;33.718.584/0001-94;COLIGAÇÃO;29/06/2021
31790;AZULPETROLEO PRODUCOES CINEMATOGRAFICAS LTDA;23.141.532/0001-44;39117;NUVEM - CONTEÚDO CRIATIVO LTDA;09.313.992/0001-81;COLIGAÇÃO;05/07/2019
31802;LE PETIT COMUNICAÇÃO VISUAL E EDITORAÇÃO LTDA;13.105.152/0001-09;34425;FRUTILLA PRODUCOES - EIRELI;26.319.265/0001-40;COLIGAÇÃO;13/04/2022
31831;55 FILMES E PRODUCOES LTDA;23.671.684/0001-59;52098;55 STUDIOS E ARTE LTDA;45.258.813/0001-14;COLIGAÇÃO;26/09/2022
31851;CICLOPE STUDIO DE MIDIA DIGITAL LTDA - ME;20.053.156/0001-48;47738;CICLOPE FILMES CINEMATOGRAFICOS LTDA;39.536.089/0001-40;COLIGAÇÃO;11/02/2021
31851;CICLOPE STUDIO DE MIDIA DIGITAL LTDA - ME;20.053.156/0001-48;25168;Z1 STUDIO DE ARQUITETURA, ENGENHARIA E COMPUTACAO GRAFICA LTDA ME;13.153.083/0001-09;COLIGAÇÃO;10/10/2018
31855;PROMORIO PRODUCOES LTDA;15.194.629/0001-97;42314;GABRIELA P CEZAR PRODUÇÕES E CINEMA ME;32.302.209/0001-04;COLIGAÇÃO;21/02/2019
31855;PROMORIO PRODUCOES LTDA;15.194.629/0001-97;14518;PROMORIO PRODUÇÕES LTDA- ME;10.304.977/0001-56;COLIGAÇÃO;04/03/2013
31864;ASSOCIAÇÃO CULTURAL CINECLUBE ARAUCÁRIA;13.832.553/0001-52;31110;PG MUSIC PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;02.046.051/0001-80;COLIGAÇÃO;08/12/2020
31878;ESTUDIOPRO AUDIO E VIDEO LTDA - ME;09.043.708/0001-02;7107;AUDIOPRO COMPUTER MUSIC LTDA;05.218.025/0001-80;COLIGAÇÃO;06/01/2017
31880;CANELA FINA FILMES LTDA - ME;17.156.965/0001-70;47072;CANELA FINA ESTUDIOS LTDA;34.467.476/0001-59;COLIGAÇÃO;03/11/2020
31894;CINE SANTA CRUZ LTDA - ME;23.865.184/0001-58;51162;CINE MAX BRASIL LTDA;46.037.375/0001-27;COLIGAÇÃO;10/05/2022
31912;BRAVO DIGITAL COMUNICAÇÃO LTDA;14.590.979/0001-00;42548;ESPIRAL LAB COMUNICAÇÃO LTDA;32.971.082/0001-08;COLIGAÇÃO;03/09/2019
31920;CAMBARA LTDA;22.318.373/0001-48;38795;GUARÁ PRODUÇÕES CINEMATOGRÁFICAS LTDA;22.064.549/0001-82;COLIGAÇÃO;21/11/2022
31920;CAMBARA LTDA;22.318.373/0001-48;44129;CAMBARÁ ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA LTDA ME;33.865.492/0001-37;COLIGAÇÃO;25/09/2019
31931;P & M DISTRIBUIDORA DE FILMES LTDA;22.910.081/0001-08;16132;TUCUMÁN DISTRIBUIDORA DE FILMES LTDA;10.681.698/0001-01;COLIGAÇÃO;31/03/2023
31944;BRILHO FILMS PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA;19.812.075/0001-03;31191;DIAMOND FILMS AMERICA PRODUCAO E DISTRIBUICAO AUDIOVISUAL LTDA;19.512.412/0001-39;COLIGAÇÃO;11/01/2022
31944;BRILHO FILMS PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA;19.812.075/0001-03;22724;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;17.095.184/0001-13;COLIGAÇÃO;30/01/2024
31944;BRILHO FILMS PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA;19.812.075/0001-03;42233;GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA;32.656.607/0001-10;COLIGAÇÃO;05/02/2024
31944;BRILHO FILMS PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA;19.812.075/0001-03;44922;ATENEA PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA;26.104.423/0001-45;COLIGAÇÃO;10/01/2020
31947;LITTLE DOOR DIGITAL GROUP LTDA.;23.774.077/0001-14;50342;LITTLE DOOR CONTENT PRODUCOES DE VIDEO LTDA;44.730.763/0001-63;COLIGAÇÃO;24/01/2022
31947;LITTLE DOOR DIGITAL GROUP LTDA.;23.774.077/0001-14;44319;FILL CONTENT PRODUCOES DE VIDEO LTDA;29.113.570/0001-70;COLIGAÇÃO;14/10/2019
31959;INFEST PRODUTORA DE FILMES PUBLICIDADE MARKETING E EVENTOS LTDA - EPP;23.829.460/0001-22;28979;PAULO EDUARDO MARQUES DA SILVA JUNIOR;20.562.297/0001-96;COLIGAÇÃO;22/04/2020
31962;STORM ADMINISTRAÇÃO LTDA;10.594.410/0001-61;1872;CIRCUS FILMS LTDA;05.645.012/0001-97;CONTROLE;18/02/2020
31962;STORM ADMINISTRAÇÃO LTDA;10.594.410/0001-61;48427;NSI MEDIA LTDA;39.898.553/0001-49;COLIGAÇÃO;17/05/2021
31969;ABGV SÃO PAULO PRODUÇÕES LTDA. ME;15.095.165/0001-61;46414;ABGV PRODUCOES ARTISTICAS LTDA;10.145.349/0001-75;COLIGAÇÃO;28/04/2022
31971;MARLETE CELLA;11.758.978/0001-33;15023;LIDER - PRODUÇÕES E EVENTOS LTDA;07.331.539/0001-72;COLIGAÇÃO;22/08/2017
32004;MIRALUMO FILMS LTDA;24.019.041/0001-98;35467;REVOLUTION ENSINO DE ARTES VISUAIS LTDA ­ ME;23.093.660/0001-60;COLIGAÇÃO;20/06/2022
32008;VISÕES PRODUTORA CINEMATOGRÁFICA LTDA;15.865.837/0001-70;11804;NOFOCO FILMES PRODUÇÕES CINEMATOGRAFICAS LTDA;08.184.185/0001-43;COLIGAÇÃO;09/05/2024
32023;PONTE PRODUTORAS ASSOCIADAS LTDA;22.543.352/0001-26;55678;O DELIRIO PRODUCOES CINEMATOGRAFICAS LTDA;49.750.641/0001-52;COLIGAÇÃO;18/10/2023
32034;PRODUX PRODUÇÕES AUDIOVISUAIS;08.033.166/0001-16;14130;TRAMPOLIM FILMES PRODUÇÕES E COMUNICAÇÃO LTDA;07.131.193/0001-69;COLIGAÇÃO;10/10/2018
32045;AGENCIA DE PUBLICIDADE E PROPAGANDA GC LTDA EPP;23.718.215/0001-48;3931;CLAUDIO CESAR CORDEIRO ME;36.916.930/0001-37;COLIGAÇÃO;11/01/2013
32045;AGENCIA DE PUBLICIDADE E PROPAGANDA GC LTDA EPP;23.718.215/0001-48;31030;GONÇALVES CORDEIRO PROPAGANDA E MARKETING LTDA;10.014.687/0001-78;COLIGAÇÃO;06/11/2020
32045;AGENCIA DE PUBLICIDADE E PROPAGANDA GC LTDA EPP;23.718.215/0001-48;50796;SISTEMA FACTUAL DE COMUNICAÇÃO LTDA;18.030.547/0001-03;COLIGAÇÃO;23/03/2022
32052;BLACK CORPORATION LTDA ME;21.762.352/0001-54;26268;ALEKSANDER NUNES NASCIMENTO ***********;97.532.634/0001-27;COLIGAÇÃO;08/04/2019
32071;MUTIRÃO PRODUÇÕES ARTÍSTICAS LTDA;23.906.717/0001-00;41920;MILENAR PRODUÇÕES E EVENTOS ARTÍSTICOS LTDA ME;23.951.517/0001-61;COLIGAÇÃO;04/01/2019
32071;MUTIRÃO PRODUÇÕES ARTÍSTICAS LTDA;23.906.717/0001-00;44824;DABOSSA PRODUÇÕES ARTÍSTICAS LTDA ME;35.504.391/0001-66;COLIGAÇÃO;04/03/2020
32076;STUDIO A PRODUÇÕES PUBLICITARIAS LTDA..ME;23.399.398/0001-86;44546;M.R. CORREIA PRODUTORA;33.135.651/0001-48;COLIGAÇÃO;12/11/2019
32092;A CAPELA COMUNICAÇÃO LTDA - EPP;23.080.784/0001-00;37152;O MISSIONÁRIO COMUNICAÇÃO LTDA - EPP;22.601.020/0001-50;COLIGAÇÃO;27/02/2023
32092;A CAPELA COMUNICAÇÃO LTDA - EPP;23.080.784/0001-00;36762;AMADRE PROPAGANDA E INTERNET LTDA;17.276.493/0001-90;COLIGAÇÃO;26/12/2018
32098;NA PARALELA FILMES LTDA.;23.957.635/0001-87;33454;A FABRICA ENTRETENIMENTO E PARTICIPACOES S.A;23.964.115/0001-00;COLIGAÇÃO;04/04/2023
32104;ALAN MICHEL PORCIUNCULA GIGENA - ME;08.355.889/0001-31;48215;BURN COLOR GRADING LTDA;40.222.781/0001-83;COLIGAÇÃO;19/04/2021
32112;WMHD PRODUÇÕES EM ALTA DEFINIÇÃO LTDA;19.567.967/0001-88;42553;WM HIGH DEFINITION PRODUÇÕES EIRELI;25.070.155/0001-25;COLIGAÇÃO;25/03/2019
32112;WMHD PRODUÇÕES EM ALTA DEFINIÇÃO LTDA;19.567.967/0001-88;38976;CEARÁ FILMES E PRODUÇÕES LTDA - ME;08.941.218/0001-52;COLIGAÇÃO;02/04/2024
32136;EFRAME PRODUÇÃO CINEMATOGRÁFICA LTDA-ME;23.284.825/0001-80;23470;VOLTAIRE BARBIERI VARGAS-ME;08.018.912/0001-00;COLIGAÇÃO;04/05/2018
32136;EFRAME PRODUÇÃO CINEMATOGRÁFICA LTDA-ME;23.284.825/0001-80;50804;PANGEAS PRODUÇÃO DE CONTEÚDO LTDA;20.070.962/0001-24;COLIGAÇÃO;24/03/2022
32155;EWERTON LUIS DE SOUZA BRANDOLT;23.288.683/0001-20;44714;CINE + ARTE SOMBRIO LTDA;35.505.937/0001-01;COLIGAÇÃO;05/12/2019
32204;BOA VISTA PRODUCOES LTDA;21.673.971/0001-72;28791;INSTITUTO ODEON;02.612.590/0001-39;COLIGAÇÃO;06/02/2020
32207;ANDREA KURACHI ME;20.991.532/0001-45;20466;CHARIVARI VIDEO LTDA;14.410.467/0001-14;COLIGAÇÃO;12/08/2021
32207;ANDREA KURACHI ME;20.991.532/0001-45;33422;TOP TOP FILMES LTDA ME;09.494.070/0001-18;COLIGAÇÃO;14/07/2021
32211;PLUMER & PLUMER LTDA.;94.964.939/0001-10;3118;DRAW PRODUTORA LTDA.;07.102.998/0001-84;COLIGAÇÃO;30/08/2018
32212;LUNAR FILMES - L & A PRODUCOES AUDIOVISUAIS E ARTISTICAS LTDA - ME;21.338.669/0001-68;17330;PLANO CONJUNTO FILMES LTDA;10.894.769/0001-54;COLIGAÇÃO;04/03/2013
32241;JOSENIL BANDEIRA DE MELO ME;24.320.251/0001-11;53694;KAIROS ESCOLA DE TEATRO LTDA;40.677.431/0001-01;COLIGAÇÃO;16/06/2023
32259;ARCOLABS ARTE E CÓDIGO LABORATÓRIO DE INOVAÇÃO E SERVIÇOS LTDA.;23.964.264/0001-60;39893;HIGOR FLAVIO BAGETTI - ME;10.442.848/0001-24;COLIGAÇÃO;18/04/2024
32259;ARCOLABS ARTE E CÓDIGO LABORATÓRIO DE INOVAÇÃO E SERVIÇOS LTDA.;23.964.264/0001-60;40010;AKOM STUDIO LTDA;29.320.102/0001-76;COLIGAÇÃO;13/06/2022
32260;FERNANDO CONTINENTINO SETTA ***********;18.521.918/0001-41;42147;SETTA PRODUÇÕES EIRELI;31.909.791/0001-09;COLIGAÇÃO;05/02/2019
32274;ASHA TELECOM EIRELI - ME;23.146.309/0001-90;42843;ALEXANDRE BRANCO BORGES;33.116.340/0001-31;COLIGAÇÃO;02/05/2019
32276;STELLA ANTUNES FERNANDES SENTIS;11.465.825/0001-06;39877;T. V. PONTES MONTEIRO & CIA LTDA;24.924.546/0001-05;COLIGAÇÃO;18/04/2024
32284;MAGICA PRODUÇÕES LTDA - ME;24.163.390/0001-89;47115;CREATIVE TWO FILMES PRODUTORA DE VIDEO LTDA;38.314.072/0001-86;COLIGAÇÃO;09/11/2020
32297;APE PRODUÇÕES MUSICAIS LTDA - EPP;22.445.108/0001-20;36485;BOLZAN E ASCHENBACH EVENTOS LTDA;08.742.775/0001-44;COLIGAÇÃO;20/06/2022
32297;APE PRODUÇÕES MUSICAIS LTDA - EPP;22.445.108/0001-20;36311;CARAM,BOLZAN E ASCHENBACH PRODUÇÕES ARTÍSTICAS LTDA. - EPP;15.230.815/0001-34;COLIGAÇÃO;20/06/2022
32300;PAPO AMARELO PRODUÇÕES CINEMATOGRÁFICAS LTDA - ME;23.747.020/0001-26;2789;VÍDEO NAS ALDEIAS;03.941.844/0001-25;COLIGAÇÃO;25/11/2019
32302;SANTA CLOUD FILMES LTDA - ME;18.305.074/0001-00;40675;DOGFISH FILME & CONTEUDO LTDA;29.402.251/0001-84;COLIGAÇÃO;13/07/2021
32303;BELELEO PRODUÇÕES LTDA.;13.563.502/0001-72;47081;OLHAR MULTIMÍDIA PRODUÇÕES LTDA.;03.805.978/0001-19;COLIGAÇÃO;05/11/2020
32316;FILMES DO IMPOSSIVEL PRODUCAO AUDIOVISUAL EIRELI;21.866.255/0001-01;15992;FILM NOISE PRODUÇÕES CINEMATOGRAFICAS LTDA;11.073.883/0001-86;COLIGAÇÃO;12/06/2024
32319;MADRE MIA FILMES LTDA ME;23.980.273/0001-45;36395;EDGARD SOARES FILMES LTDA;27.171.970/0001-06;COLIGAÇÃO;25/10/2022
32319;MADRE MIA FILMES LTDA ME;23.980.273/0001-45;30044;VAPT FILMES PRODUÇÕES EIRELI ME;22.380.095/0001-59;COLIGAÇÃO;25/05/2021
32319;MADRE MIA FILMES LTDA ME;23.980.273/0001-45;47455;SANTERIA PRODUÇÕES AUDIOVISUAIS LTDA;39.814.253/0001-34;COLIGAÇÃO;16/12/2020
32319;MADRE MIA FILMES LTDA ME;23.980.273/0001-45;51253;BENEDETTO AGENCIA DIGITAL LTDA;32.299.951/0001-08;COLIGAÇÃO;20/05/2022
32321;MACADAMIA CINEMA E COMUNICAÇÃO;04.928.010/0001-42;54562;MACADAMIA FILMES LTDA;33.403.138/0001-90;COLIGAÇÃO;25/08/2023
32360;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.;21.278.214/0001-02;47322;ODUN FILMES PRODUCAO AUDIOVISUAL LTDA;31.528.168/0001-06;COLIGAÇÃO;03/12/2020
32404;MEGA PRODUCOES ARTISTICAS LTDA - ME;10.336.251/0001-03;51202;MK PRODUÇÕES ARTISTICAS LTDA;27.466.451/0001-75;COLIGAÇÃO;16/05/2022
32420;CINEMATOGRAFICA ARACRUZ LTDA ME;21.033.878/0001-01;34179;CINEMATOGRAFICA BOITUVA LTDA ME;21.528.711/0001-03;COLIGAÇÃO;04/08/2022
32420;CINEMATOGRAFICA ARACRUZ LTDA ME;21.033.878/0001-01;5252;CINEMATOGRÁFICA GUARAPARI LTDA;05.077.549/0001-06;COLIGAÇÃO;01/02/2024
32420;CINEMATOGRAFICA ARACRUZ LTDA ME;21.033.878/0001-01;24025;CINE SÃO MATEUS LTDA;17.151.166/0001-01;COLIGAÇÃO;01/02/2022
32423;MYTHOLOGY PRODUÇÕES ARTÍSTICAS LTDA.;19.542.988/0001-49;22279;INSTITUTO BRASILEIRO DA CULTURA E DO CINEMA - IBCC;12.121.011/0001-09;COLIGAÇÃO;14/07/2021
32475;MH FILMES LTDA - ME;10.572.965/0001-02;44788;VIVIAN FIRMINO AMODIO PRODUCOES LTDA;35.165.739/0001-38;COLIGAÇÃO;05/08/2021
32475;MH FILMES LTDA - ME;10.572.965/0001-02;46350;KNAUTH GESTÃO DE NEGÓCIOS LTDA-ME;30.132.288/0001-19;COLIGAÇÃO;17/08/2020
32475;MH FILMES LTDA - ME;10.572.965/0001-02;21462;MOOVE HOUSE IDEIAS CRIATIVAS E AUDIOVISUAIS LTDA - ME;06.963.031/0001-24;COLIGAÇÃO;16/05/2024
32476;J. A. BUCAR NETO COMUNICAÇÃO DIGITAL - EPP;22.437.695/0001-06;1239;AB PRODUÇÕES DE VÍDEO LTDA;37.074.960/0001-06;COLIGAÇÃO;04/03/2013
32480;BABA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA;16.713.327/0001-40;26526;N FILMES PRODUTORA E FINALIZADORA DE CINEMA LTDA;19.804.078/0001-97;COLIGAÇÃO;09/03/2021
32492;EDITORA BRASILEIRA DE ARTE E CULTURA LTDA;08.219.513/0001-08;35014;PRODUTORA CANARINHO DE ARTE E CULTURA LTDA;23.322.064/0001-04;COLIGAÇÃO;29/07/2022
32492;EDITORA BRASILEIRA DE ARTE E CULTURA LTDA;08.219.513/0001-08;39552;PRODUTORA RIO DE ARTE E CULTURA LTDA;24.121.437/0001-41;COLIGAÇÃO;27/01/2022
32492;EDITORA BRASILEIRA DE ARTE E CULTURA LTDA;08.219.513/0001-08;33414;PRODUTORA BRASILEIRA DE ARTE E CULTURA LTDA.;13.483.286/0001-55;COLIGAÇÃO;27/07/2021
32495;LARUCCIA FILMES EIRELI;23.821.815/0001-37;41959;JUX FILMES LTDA;30.396.058/0001-67;COLIGAÇÃO;08/01/2019
32499;COLETIVO 105 COMUNICACAO E PRODUCAO LTDA;21.894.638/0001-93;35272;IDADE DA PEDRA PRODUÇÕES GRÁFICAS LTDA;05.824.134/0001-40;COLIGAÇÃO;20/06/2022
32508;MC PRODUÇÕES EIRELI;02.609.683/0001-04;17367;MARCIO CAVALCANTI CURI;10.856.517/0001-30;COLIGAÇÃO;08/12/2020
32512;CREARE VÍDEO PRODUTORA E EVENTOS LTDA - ME;13.316.572/0001-26;3789;BERTOGLIO & CIA LTDA;02.663.115/0001-91;COLIGAÇÃO;04/03/2013
32513;JATOBÁ CULTURAL LTDA ME;21.468.043/0001-76;12179;PAPILLON PRODUÇÕES ARTÍSTICAS E ASSESSORIA LTDA;07.720.768/0001-89;COLIGAÇÃO;22/11/2019
32527;LUSA EMPREENDIMENTOS, PRODUÇÕES ARTÍSTICAS E LICENCIAMENTOS LTDA.;01.147.082/0001-64;577;NHOCK NYAKNYAKNYAK PRODUÇÕES ARTÍSTICAS LTDA - ME;29.528.452/0001-22;COLIGAÇÃO;03/12/2018
32530;CEZAR AUGUSTO A. MORAES LTDA.;22.188.491/0001-89;52854;C. A. A. MORAES PRODUCOES CINEMATROGRAFICAS LTDA;35.445.252/0001-09;COLIGAÇÃO;17/02/2023
32538;PRODUTORA SARRAFO VISUAL S/S LTDA.;23.783.446/0001-35;55961;NMD PRODUTORA MULTICULTURAL LTDA;40.124.905/0001-98;COLIGAÇÃO;24/10/2023
32541;EVEN PRODUÇOES E EVENTOS LTDA - ME;10.349.245/0001-82;41975;HIVEM PRODUCOES EIRELI;32.291.463/0001-46;COLIGAÇÃO;09/01/2019
32550;CEBOLA FILMS LTDA ME;19.259.129/0001-47;16977;ONNION - CREATE AND TRAINING LTDA;11.256.387/0001-68;COLIGAÇÃO;30/08/2018
32550;CEBOLA FILMS LTDA ME;19.259.129/0001-47;51363;ONION REC FILMS ESTUDIO E PRODUCOES DE FILMES LTDA;37.531.511/0001-40;COLIGAÇÃO;02/06/2022
32564;TELE IMPACTO VÍDEO E ÁUDIO LTDA ME;80.787.484/0001-08;47387;AMPLER PRODUCÕES CINEMATOGRÁFICAS E DE TELEVISÃO EIRELI;35.734.675/0001-49;COLIGAÇÃO;10/12/2020
32565;SJ PRODUCTION LTDA ME;24.263.260/0001-18;30376;S&H PRODUÇÕES ARTISTICAS E CINEMATOGRAFICAS LTDA;66.768.847/0001-29;COLIGAÇÃO;14/09/2020
32566;CCUCA - COLETIVO CULTURAL DO CAJU LTDA;13.373.693/0001-00;54410;JAMBU AGENCIA DE PUBLICIDADE LTDA;29.665.388/0001-21;COLIGAÇÃO;15/08/2023
32566;CCUCA - COLETIVO CULTURAL DO CAJU LTDA;13.373.693/0001-00;31599;FREE SPIRIT CONSULTORIA E EVENTOS LTDA.;18.625.098/0001-38;COLIGAÇÃO;28/10/2021
32588;ORIGEM FILMES PRODUÇÃO E EVENTOS LTDA - ME;23.801.856/0001-61;21775;SÃO FILMES PRODUÇÕES ARTÍSTICAS LTDA;14.755.369/0001-19;COLIGAÇÃO;07/12/2020
32600;PEQUENA NOTÁVEL EMPREENDIMENTOS ARTÍSTICOS LTDA ME.;04.723.682/0001-11;32603;DE NOVO EMPREENDIMENTOS ARTÍSTICOS;15.786.435/0001-80;COLIGAÇÃO;06/05/2021
32603;DE NOVO EMPREENDIMENTOS ARTÍSTICOS;15.786.435/0001-80;32600;PEQUENA NOTÁVEL EMPREENDIMENTOS ARTÍSTICOS LTDA ME.;04.723.682/0001-11;COLIGAÇÃO;06/05/2021
32604;SAMAMBAIA PCTURES LTDA;15.184.445/0001-46;43322;OCEANO PRODUCOES CULTURAIS EIRELI;33.499.256/0001-44;COLIGAÇÃO;28/06/2019
